Latitude,Longitude,Altitude,Date,Time
16.464426,80.508568,22.100000,N/A,13:49:21
16.464254,80.508560,24.500000,N/A,13:49:52
16.464254,80.508560,24.500000,N/A,13:49:52
16.464254,80.508560,24.500000,N/A,13:49:52
16.464083,80.508553,19.500000,N/A,13:50:23
16.464083,80.508553,19.500000,N/A,13:50:23
16.464083,80.508553,19.500000,N/A,13:50:23
16.463911,80.508560,17.500000,N/A,13:50:54
16.463911,80.508560,17.500000,N/A,13:50:54
16.463911,80.508560,17.500000,N/A,13:50:54
16.463753,80.508583,21.799999,N/A,13:51:25
16.463753,80.508583,21.799999,N/A,13:51:25
16.463753,80.508583,21.799999,N/A,13:51:25
16.463552,80.508575,25.500000,N/A,13:51:56
16.463552,80.508575,25.500000,N/A,13:51:56
16.463552,80.508575,25.500000,N/A,13:51:56
16.463356,80.508560,22.600000,N/A,13:52:27
16.463356,80.508560,22.600000,N/A,13:52:27
16.463356,80.508560,22.600000,N/A,13:52:27
16.463200,80.508568,19.600000,N/A,13:52:58
